"Participant.ID","class_number","Foundational","PopEco","Quant","group_5","group_3","group_4","metric","time","score","time_numeric","student_id"
"84b2cd17",1,"No Foundation","PopEco","Quant","Quant and Pop Eco","Quant and/or Pop Eco only","Advanced only","Math Skills","pre",1.5,0,"84b2cd17"
"84b2cd17",1,"No Foundation","PopEco","Quant","Quant and Pop Eco","Quant and/or Pop Eco only","Advanced only","Math Skills","post",4,1,"84b2cd17"
"84b2cd17",1,"No Foundation","PopEco","Quant","Quant and Pop Eco","Quant and/or Pop Eco only","Advanced only","Computing","pre",1,0,"84b2cd17"
"84b2cd17",1,"No Foundation","PopEco","Quant","Quant and Pop Eco","Quant and/or Pop Eco only","Advanced only","Computing","post",3.83333333333333,1,"84b2cd17"
"89184849",1,"No Foundation","No PopEco","Quant",NA,"Quant and/or Pop Eco only","Advanced only","Anxiety","pre",1.5,0,"89184849"
"89184849",1,"No Foundation","No PopEco","Quant",NA,"Quant and/or Pop Eco only","Advanced only","Anxiety","post",3,1,"89184849"
"89184849",1,"No Foundation","No PopEco","Quant",NA,"Quant and/or Pop Eco only","Advanced only","Math Skills","pre",1.875,0,"89184849"
"89184849",1,"No Foundation","No PopEco","Quant",NA,"Quant and/or Pop Eco only","Advanced only","Math Skills","post",3.875,1,"89184849"
"89184849",1,"No Foundation","No PopEco","Quant",NA,"Quant and/or Pop Eco only","Advanced only","Computing","pre",1.5,0,"89184849"
"89184849",1,"No Foundation","No PopEco","Quant",NA,"Quant and/or Pop Eco only","Advanced only","Computing","post",3.5,1,"89184849"
"89943458",1,"No Foundation","No PopEco","Quant",NA,"Quant and/or Pop Eco only","Advanced only","Anxiety","pre",1.5,0,"89943458"
"89943458",1,"No Foundation","No PopEco","Quant",NA,"Quant and/or Pop Eco only","Advanced only","Anxiety","post",3.5,1,"89943458"
"89943458",1,"No Foundation","No PopEco","Quant",NA,"Quant and/or Pop Eco only","Advanced only","Math Skills","pre",1.625,0,"89943458"
"89943458",1,"No Foundation","No PopEco","Quant",NA,"Quant and/or Pop Eco only","Advanced only","Math Skills","post",3.375,1,"89943458"
"89943458",1,"No Foundation","No PopEco","Quant",NA,"Quant and/or Pop Eco only","Advanced only","Computing","pre",1.66666666666667,0,"89943458"
"89943458",1,"No Foundation","No PopEco","Quant",NA,"Quant and/or Pop Eco only","Advanced only","Computing","post",3.25,1,"89943458"
"8d3608bf",1,"Foundation","No PopEco","No Quant","Foundational only","Foundational only","Foundational only","Anxiety","pre",3,0,"8d3608bf"
"8d3608bf",1,"Foundation","No PopEco","No Quant","Foundational only","Foundational only","Foundational only","Anxiety","post",3.5,1,"8d3608bf"
"8d3608bf",1,"Foundation","No PopEco","No Quant","Foundational only","Foundational only","Foundational only","Math Skills","pre",3.375,0,"8d3608bf"
"8d3608bf",1,"Foundation","No PopEco","No Quant","Foundational only","Foundational only","Foundational only","Math Skills","post",3.5,1,"8d3608bf"
"8d3608bf",1,"Foundation","No PopEco","No Quant","Foundational only","Foundational only","Foundational only","Computing","pre",1.91666666666667,0,"8d3608bf"
"8d3608bf",1,"Foundation","No PopEco","No Quant","Foundational only","Foundational only","Foundational only","Computing","post",3.91666666666667,1,"8d3608bf"
"91165484",1,"Foundation","No PopEco","No Quant","Foundational only","Foundational only","Foundational only","Anxiety","pre",3,0,"91165484"
"91165484",1,"Foundation","No PopEco","No Quant","Foundational only","Foundational only","Foundational only","Anxiety","post",4.5,1,"91165484"
"91165484",1,"Foundation","No PopEco","No Quant","Foundational only","Foundational only","Foundational only","Math Skills","pre",2.125,0,"91165484"
"91165484",1,"Foundation","No PopEco","No Quant","Foundational only","Foundational only","Foundational only","Math Skills","post",2.5,1,"91165484"
"91165484",1,"Foundation","No PopEco","No Quant","Foundational only","Foundational only","Foundational only","Computing","pre",2.58333333333333,0,"91165484"
"91165484",1,"Foundation","No PopEco","No Quant","Foundational only","Foundational only","Foundational only","Computing","post",4.58333333333333,1,"91165484"
"946b4590",1,"No Foundation","No PopEco","Quant",NA,"Quant and/or Pop Eco only","Advanced only","Anxiety","pre",2,0,"946b4590"
"946b4590",1,"No Foundation","No PopEco","Quant",NA,"Quant and/or Pop Eco only","Advanced only","Anxiety","post",2,1,"946b4590"
"946b4590",1,"No Foundation","No PopEco","Quant",NA,"Quant and/or Pop Eco only","Advanced only","Math Skills","pre",1.625,0,"946b4590"
"946b4590",1,"No Foundation","No PopEco","Quant",NA,"Quant and/or Pop Eco only","Advanced only","Math Skills","post",2.75,1,"946b4590"
"946b4590",1,"No Foundation","No PopEco","Quant",NA,"Quant and/or Pop Eco only","Advanced only","Computing","pre",1.08333333333333,0,"946b4590"
"946b4590",1,"No Foundation","No PopEco","Quant",NA,"Quant and/or Pop Eco only","Advanced only","Computing","post",2.33333333333333,1,"946b4590"
"bc57748c",1,"No Foundation","No PopEco","Quant",NA,"Quant and/or Pop Eco only","Advanced only","Anxiety","pre",2.5,0,"bc57748c"
"bc57748c",1,"No Foundation","No PopEco","Quant",NA,"Quant and/or Pop Eco only","Advanced only","Anxiety","post",2.5,1,"bc57748c"
"bc57748c",1,"No Foundation","No PopEco","Quant",NA,"Quant and/or Pop Eco only","Advanced only","Math Skills","pre",2.75,0,"bc57748c"
"bc57748c",1,"No Foundation","No PopEco","Quant",NA,"Quant and/or Pop Eco only","Advanced only","Math Skills","post",3.5,1,"bc57748c"
"bc57748c",1,"No Foundation","No PopEco","Quant",NA,"Quant and/or Pop Eco only","Advanced only","Computing","pre",1,0,"bc57748c"
"bc57748c",1,"No Foundation","No PopEco","Quant",NA,"Quant and/or Pop Eco only","Advanced only","Computing","post",2.75,1,"bc57748c"
"bee230f3",1,"Foundation","PopEco","No Quant","Foundational and Quant or Pop Eco","Foundational and an advanced course","Foundational concurrent with advanced","Anxiety","pre",2.5,0,"bee230f3"
"bee230f3",1,"Foundation","PopEco","No Quant","Foundational and Quant or Pop Eco","Foundational and an advanced course","Foundational concurrent with advanced","Anxiety","post",4.5,1,"bee230f3"
"bee230f3",1,"Foundation","PopEco","No Quant","Foundational and Quant or Pop Eco","Foundational and an advanced course","Foundational concurrent with advanced","Math Skills","pre",2.75,0,"bee230f3"
"bee230f3",1,"Foundation","PopEco","No Quant","Foundational and Quant or Pop Eco","Foundational and an advanced course","Foundational concurrent with advanced","Math Skills","post",4,1,"bee230f3"
"bee230f3",1,"Foundation","PopEco","No Quant","Foundational and Quant or Pop Eco","Foundational and an advanced course","Foundational concurrent with advanced","Computing","pre",2.41666666666667,0,"bee230f3"
"bee230f3",1,"Foundation","PopEco","No Quant","Foundational and Quant or Pop Eco","Foundational and an advanced course","Foundational concurrent with advanced","Computing","post",3.91666666666667,1,"bee230f3"
"c162606b",2,"No Foundation","PopEco","Quant","Quant and Pop Eco","Quant and/or Pop Eco only","Advanced only","Anxiety","pre",3,0,"c162606b"
"c162606b",2,"No Foundation","PopEco","Quant","Quant and Pop Eco","Quant and/or Pop Eco only","Advanced only","Anxiety","post",3.5,1,"c162606b"
"c162606b",2,"No Foundation","PopEco","Quant","Quant and Pop Eco","Quant and/or Pop Eco only","Advanced only","Math Skills","pre",2.75,0,"c162606b"
"c162606b",2,"No Foundation","PopEco","Quant","Quant and Pop Eco","Quant and/or Pop Eco only","Advanced only","Math Skills","post",4.375,1,"c162606b"
"c162606b",2,"No Foundation","PopEco","Quant","Quant and Pop Eco","Quant and/or Pop Eco only","Advanced only","Computing","pre",2.33333333333333,0,"c162606b"
"c162606b",2,"No Foundation","PopEco","Quant","Quant and Pop Eco","Quant and/or Pop Eco only","Advanced only","Computing","post",3.75,1,"c162606b"
"c5119a87",1,"Foundation","PopEco","No Quant","Foundational and Quant or Pop Eco","Foundational and an advanced course","Foundational concurrent with advanced","Anxiety","pre",3,0,"c5119a87"
"c5119a87",1,"Foundation","PopEco","No Quant","Foundational and Quant or Pop Eco","Foundational and an advanced course","Foundational concurrent with advanced","Anxiety","post",4,1,"c5119a87"
"c5119a87",1,"Foundation","PopEco","No Quant","Foundational and Quant or Pop Eco","Foundational and an advanced course","Foundational concurrent with advanced","Math Skills","pre",3.5,0,"c5119a87"
"c5119a87",1,"Foundation","PopEco","No Quant","Foundational and Quant or Pop Eco","Foundational and an advanced course","Foundational concurrent with advanced","Math Skills","post",4.25,1,"c5119a87"
"c5119a87",1,"Foundation","PopEco","No Quant","Foundational and Quant or Pop Eco","Foundational and an advanced course","Foundational concurrent with advanced","Computing","pre",2.66666666666667,0,"c5119a87"
"c5119a87",1,"Foundation","PopEco","No Quant","Foundational and Quant or Pop Eco","Foundational and an advanced course","Foundational concurrent with advanced","Computing","post",3.91666666666667,1,"c5119a87"
"cbec6f92",1,"No Foundation","PopEco","Quant","Quant and Pop Eco","Quant and/or Pop Eco only","Advanced only","Anxiety","pre",3,0,"cbec6f92"
"cbec6f92",1,"No Foundation","PopEco","Quant","Quant and Pop Eco","Quant and/or Pop Eco only","Advanced only","Anxiety","post",3,1,"cbec6f92"
"cbec6f92",1,"No Foundation","PopEco","Quant","Quant and Pop Eco","Quant and/or Pop Eco only","Advanced only","Math Skills","pre",2.25,0,"cbec6f92"
"cbec6f92",1,"No Foundation","PopEco","Quant","Quant and Pop Eco","Quant and/or Pop Eco only","Advanced only","Math Skills","post",2.5,1,"cbec6f92"
"cbec6f92",1,"No Foundation","PopEco","Quant","Quant and Pop Eco","Quant and/or Pop Eco only","Advanced only","Computing","pre",2.33333333333333,0,"cbec6f92"
"cbec6f92",1,"No Foundation","PopEco","Quant","Quant and Pop Eco","Quant and/or Pop Eco only","Advanced only","Computing","post",2.66666666666667,1,"cbec6f92"
"cbee50e6",1,"No Foundation","No PopEco","Quant",NA,"Quant and/or Pop Eco only","Advanced only","Anxiety","pre",1,0,"cbee50e6"
"cbee50e6",1,"No Foundation","No PopEco","Quant",NA,"Quant and/or Pop Eco only","Advanced only","Anxiety","post",3,1,"cbee50e6"
"cbee50e6",1,"No Foundation","No PopEco","Quant",NA,"Quant and/or Pop Eco only","Advanced only","Math Skills","pre",1.75,0,"cbee50e6"
"cbee50e6",1,"No Foundation","No PopEco","Quant",NA,"Quant and/or Pop Eco only","Advanced only","Math Skills","post",3.125,1,"cbee50e6"
"cbee50e6",1,"No Foundation","No PopEco","Quant",NA,"Quant and/or Pop Eco only","Advanced only","Computing","pre",1,0,"cbee50e6"
"cbee50e6",1,"No Foundation","No PopEco","Quant",NA,"Quant and/or Pop Eco only","Advanced only","Computing","post",2.66666666666667,1,"cbee50e6"
"d7b08ae3",1,"No Foundation","No PopEco","Quant",NA,"Quant and/or Pop Eco only","Advanced only","Anxiety","pre",1,0,"d7b08ae3"
"d7b08ae3",1,"No Foundation","No PopEco","Quant",NA,"Quant and/or Pop Eco only","Advanced only","Anxiety","post",3,1,"d7b08ae3"
"d7b08ae3",1,"No Foundation","No PopEco","Quant",NA,"Quant and/or Pop Eco only","Advanced only","Math Skills","pre",1.625,0,"d7b08ae3"
"d7b08ae3",1,"No Foundation","No PopEco","Quant",NA,"Quant and/or Pop Eco only","Advanced only","Math Skills","post",3.5,1,"d7b08ae3"
"d7b08ae3",1,"No Foundation","No PopEco","Quant",NA,"Quant and/or Pop Eco only","Advanced only","Computing","pre",1.5,0,"d7b08ae3"
"d7b08ae3",1,"No Foundation","No PopEco","Quant",NA,"Quant and/or Pop Eco only","Advanced only","Computing","post",2.91666666666667,1,"d7b08ae3"
"e4aa8261",1,"Foundation","No PopEco","No Quant","Foundational only","Foundational only","Foundational only","Anxiety","pre",2,0,"e4aa8261"
"e4aa8261",1,"Foundation","No PopEco","No Quant","Foundational only","Foundational only","Foundational only","Anxiety","post",2,1,"e4aa8261"
"e4aa8261",1,"Foundation","No PopEco","No Quant","Foundational only","Foundational only","Foundational only","Math Skills","pre",1.5,0,"e4aa8261"
"e4aa8261",1,"Foundation","No PopEco","No Quant","Foundational only","Foundational only","Foundational only","Math Skills","post",2,1,"e4aa8261"
"e4aa8261",1,"Foundation","No PopEco","No Quant","Foundational only","Foundational only","Foundational only","Computing","pre",1.08333333333333,0,"e4aa8261"
"e4aa8261",1,"Foundation","No PopEco","No Quant","Foundational only","Foundational only","Foundational only","Computing","post",2.75,1,"e4aa8261"
"e51ef7ce",1,"Foundation","No PopEco","No Quant","Foundational only","Foundational only","Foundational only","Anxiety","pre",2.5,0,"e51ef7ce"
"e51ef7ce",1,"Foundation","No PopEco","No Quant","Foundational only","Foundational only","Foundational only","Anxiety","post",3.5,1,"e51ef7ce"
"e51ef7ce",1,"Foundation","No PopEco","No Quant","Foundational only","Foundational only","Foundational only","Math Skills","pre",4,0,"e51ef7ce"
"e51ef7ce",1,"Foundation","No PopEco","No Quant","Foundational only","Foundational only","Foundational only","Math Skills","post",4.125,1,"e51ef7ce"
"e51ef7ce",1,"Foundation","No PopEco","No Quant","Foundational only","Foundational only","Foundational only","Computing","pre",1,0,"e51ef7ce"
"e51ef7ce",1,"Foundation","No PopEco","No Quant","Foundational only","Foundational only","Foundational only","Computing","post",4,1,"e51ef7ce"
"e629def9",1,"Foundation","No PopEco","No Quant","Foundational only","Foundational only","Foundational only","Anxiety","pre",1,0,"e629def9"
"e629def9",1,"Foundation","No PopEco","No Quant","Foundational only","Foundational only","Foundational only","Anxiety","post",3,1,"e629def9"
"e629def9",1,"Foundation","No PopEco","No Quant","Foundational only","Foundational only","Foundational only","Math Skills","pre",1.125,0,"e629def9"
"e629def9",1,"Foundation","No PopEco","No Quant","Foundational only","Foundational only","Foundational only","Math Skills","post",1.875,1,"e629def9"
"e629def9",1,"Foundation","No PopEco","No Quant","Foundational only","Foundational only","Foundational only","Computing","pre",1,0,"e629def9"
"e629def9",1,"Foundation","No PopEco","No Quant","Foundational only","Foundational only","Foundational only","Computing","post",2.58333333333333,1,"e629def9"
"eab4aff7",1,"Foundation","No PopEco","No Quant","Foundational only","Foundational only","Foundational only","Anxiety","pre",3,0,"eab4aff7"
"eab4aff7",1,"Foundation","No PopEco","No Quant","Foundational only","Foundational only","Foundational only","Anxiety","post",4,1,"eab4aff7"
"eab4aff7",1,"Foundation","No PopEco","No Quant","Foundational only","Foundational only","Foundational only","Math Skills","pre",1.875,0,"eab4aff7"
"eab4aff7",1,"Foundation","No PopEco","No Quant","Foundational only","Foundational only","Foundational only","Math Skills","post",3.375,1,"eab4aff7"
"eab4aff7",1,"Foundation","No PopEco","No Quant","Foundational only","Foundational only","Foundational only","Computing","pre",2,0,"eab4aff7"
"eab4aff7",1,"Foundation","No PopEco","No Quant","Foundational only","Foundational only","Foundational only","Computing","post",3.66666666666667,1,"eab4aff7"
"f3cf9d00",2,"No Foundation","PopEco","Quant","Quant and Pop Eco","Quant and/or Pop Eco only","Advanced only","Anxiety","pre",4.5,0,"f3cf9d00"
"f3cf9d00",2,"No Foundation","PopEco","Quant","Quant and Pop Eco","Quant and/or Pop Eco only","Advanced only","Anxiety","post",5,1,"f3cf9d00"
"f3cf9d00",2,"No Foundation","PopEco","Quant","Quant and Pop Eco","Quant and/or Pop Eco only","Advanced only","Math Skills","pre",3,0,"f3cf9d00"
"f3cf9d00",2,"No Foundation","PopEco","Quant","Quant and Pop Eco","Quant and/or Pop Eco only","Advanced only","Math Skills","post",4.25,1,"f3cf9d00"
"f3cf9d00",2,"No Foundation","PopEco","Quant","Quant and Pop Eco","Quant and/or Pop Eco only","Advanced only","Computing","pre",1,0,"f3cf9d00"
"f3cf9d00",2,"No Foundation","PopEco","Quant","Quant and Pop Eco","Quant and/or Pop Eco only","Advanced only","Computing","post",4,1,"f3cf9d00"
